r_mean,g_mean,b_mean,r_std,g_std,b_std,h_mean,s_mean,v_mean,excess_green,brightness_mean,contrast_std,laplacian_variance,entropy,edge_density,target_real
0.4521710276603699,0.5229750275611877,0.35471010208129883,0.12803804874420166,0.11697521805763245,0.19219695031642914,88.38803100585938,0.3188479542732239,0.5233672261238098,0.2390689104795456,0.4826224744319916,0.11354190856218338,164.70258524641395,6.680124860119905,0.034210205078125,Tomato___Tomato_Yellow_Leaf_Curl_Virus
0.4708172082901001,0.4684996008872986,0.43936556577682495,0.23001135885715485,0.17507246136665344,0.22164560854434967,17.02276611328125,0.21678030490875244,0.50246262550354,0.02681639976799488,0.46587127447128296,0.19566330313682556,5752.864409237867,7.296521323232996,0.1934661865234375,Tomato___Septoria_leaf_spot
0.4353378415107727,0.3968806862831116,0.37285882234573364,0.14891785383224487,0.1419086903333664,0.12006086111068726,277.01348876953125,0.3122413456439972,0.47488081455230713,-0.014435289427638054,0.40564092993736267,0.1254206895828247,1703.2482805512846,6.8374940276811245,0.0502166748046875,Tomato___Septoria_leaf_spot
0.49769458174705505,0.4935092329978943,0.4700818657875061,0.18781733512878418,0.18505382537841797,0.20600689947605133,342.8640441894531,0.18338654935359955,0.5203748941421509,0.019242050126194954,0.4920898973941803,0.18623611330986023,16640.595101899467,7.492174090579323,0.3229827880859375,Tomato___healthy
0.4969130754470825,0.44742435216903687,0.37103915214538574,0.19890524446964264,0.16268570721149445,0.18231530487537384,37.45947265625,0.3367595374584198,0.5143574476242065,0.026896459981799126,0.4535135328769684,0.17307521402835846,9425.392197690671,7.389387570583943,0.2603607177734375,Tomato___Spider_mites Two-spotted_spider_mite
0.463296115398407,0.43465882539749146,0.40281161665916443,0.08860697597265244,0.09483487904071808,0.10438819974660873,335.8504638671875,0.19534578919410706,0.4743533134460449,0.0032099084928631783,0.43959078192710876,0.08483273535966873,1407.2289769910276,6.349746515109526,0.057708740234375,Tomato___Late_blight
0.5002516508102417,0.5251468420028687,0.5042375326156616,0.2113165557384491,0.19135607779026031,0.24212130904197693,212.67056274414062,0.20639529824256897,0.5579197406768799,0.04580449312925339,0.5153195261955261,0.20079560577869415,6285.769807075849,7.490210223482409,0.177978515625,Tomato___Target_Spot
0.35683709383010864,0.41142338514328003,0.36670273542404175,0.20122486352920532,0.1663549691438675,0.19871747493743896,142.51327514648438,0.2559938132762909,0.4245397746562958,0.09930701553821564,0.39000391960144043,0.17740824818611145,4779.328032281017,7.399540046362704,0.1763153076171875,Tomato___Late_blight
0.5258570313453674,0.5118735432624817,0.49712201952934265,0.11847566813230515,0.1132725179195404,0.13116629421710968,324.9317626953125,0.12194357812404633,0.5390865206718445,0.0007680263370275497,0.5143730044364929,0.11287235468626022,858.4885705129709,6.72674151653125,0.0403289794921875,Tomato___Late_blight
0.506487250328064,0.5063560009002686,0.467379093170166,0.18976081907749176,0.15147849917411804,0.20317107439041138,10.86572265625,0.2004164159297943,0.5352257490158081,0.03884559124708176,0.5019518733024597,0.16695760190486908,4755.722570759943,7.245257458818962,0.14678955078125,Tomato___Spider_mites Two-spotted_spider_mite
0.5178981423377991,0.5076004862785339,0.48128825426101685,0.1976586878299713,0.1720443218946457,0.20367726683616638,3.6790771484375,0.19432798027992249,0.5437562465667725,0.01601460948586464,0.5076799392700195,0.18038171529769897,6846.103357043117,7.368993172286425,0.192291259765625,Tomato___Early_blight
0.41073623299598694,0.47820693254470825,0.31317445635795593,0.10039687156677246,0.10178834199905396,0.1363154649734497,76.07452392578125,0.330443412065506,0.47944504022598267,0.23250320553779602,0.43921953439712524,0.09108109027147293,81.43644738174044,6.488677177831221,0.019866943359375,Tomato___Tomato_Yellow_Leaf_Curl_Virus
0.29232218861579895,0.3646259307861328,0.4155653715133667,0.1089036837220192,0.12110494822263718,0.16623321175575256,188.59848022460938,0.3771648705005646,0.4527800381183624,0.02136434055864811,0.3488142192363739,0.11617206037044525,1517.2470507004764,6.880343878162402,0.1062469482421875,Tomato___Leaf_Mold
0.46415191888809204,0.47217363119125366,0.4055739939212799,0.19554071128368378,0.18246687948703766,0.22255341708660126,5.38934326171875,0.28135034441947937,0.49868255853652954,0.0746212899684906,0.46218276023864746,0.18634290993213654,10334.388354964321,7.509961498460123,0.2609710693359375,Tomato___Spider_mites Two-spotted_spider_mite
0.44280755519866943,0.4237651824951172,0.3735019564628601,0.1723121851682663,0.12463033199310303,0.1687854379415512,29.469024658203125,0.2604781985282898,0.47011417150497437,0.031220857053995132,0.4237288236618042,0.14091356098651886,2837.551792106591,7.116716840778155,0.1350860595703125,Tomato___Tomato_Yellow_Leaf_Curl_Virus
0.41020482778549194,0.43671393394470215,0.3811945617198944,0.12851348519325256,0.0928870439529419,0.16478471457958221,299.5058898925781,0.25428107380867004,0.46405720710754395,0.08202856779098511,0.4224585294723511,0.1042080894112587,451.3681448837742,6.720030703593671,0.040557861328125,Tomato___Tomato_Yellow_Leaf_Curl_Virus
0.40719443559646606,0.44102418422698975,0.38977694511413574,0.16025154292583466,0.10287448018789291,0.1760377734899521,326.64752197265625,0.23005102574825287,0.4585917592048645,0.08507703244686127,0.42506688833236694,0.12439210712909698,1051.7872576022055,6.742548122316125,0.0617828369140625,Tomato___Tomato_Yellow_Leaf_Curl_Virus
0.49135252833366394,0.5052658319473267,0.476165771484375,0.20977260172367096,0.1833767145872116,0.23190924525260925,328.4860534667969,0.20654639601707458,0.5302542448043823,0.04301338642835617,0.49778836965560913,0.1948869824409485,7761.289988092845,7.410946746862059,0.211212158203125,Tomato___Target_Spot
0.4724213480949402,0.49571484327316284,0.46020060777664185,0.211870938539505,0.1822984665632248,0.2358255684375763,279.45855712890625,0.23306173086166382,0.5219995975494385,0.058807674795389175,0.4847014546394348,0.1945488154888153,8191.686080787098,7.477914462889485,0.2312164306640625,Tomato___Target_Spot
0.4989791810512543,0.503919243812561,0.4567447900772095,0.18600313365459442,0.1400127410888672,0.19774995744228363,15.0845947265625,0.20715633034706116,0.5339298248291016,0.052114568650722504,0.4970642924308777,0.15781542658805847,3654.7449106813874,7.2811466510194425,0.1039581298828125,Tomato___Spider_mites Two-spotted_spider_mite
0.480139821767807,0.46423742175102234,0.41227981448173523,0.2054629921913147,0.16243329644203186,0.2041788250207901,24.216064453125,0.23934787511825562,0.5059415102005005,0.03605520725250244,0.4630690813064575,0.17750877141952515,3867.4765407775994,7.26574886855036,0.1456146240234375,Tomato___Leaf_Mold
0.4379556179046631,0.510260820388794,0.35137078166007996,0.1410398781299591,0.1137596070766449,0.1969054490327835,87.86221313476562,0.32688605785369873,0.5109630823135376,0.23119531571865082,0.47052815556526184,0.1206410750746727,58.685251926770434,6.86814039118647,0.0199432373046875,Tomato___Tomato_Yellow_Leaf_Curl_Virus
0.48165419697761536,0.47057753801345825,0.4370028078556061,0.1847766935825348,0.1425962597131729,0.19324375689029694,12.5550537109375,0.20210839807987213,0.5045262575149536,0.022498033940792084,0.47006192803382874,0.15956775844097137,4629.995697028004,7.194300890298724,0.150390625,Tomato___Septoria_leaf_spot
0.5371440649032593,0.49229198694229126,0.4389895796775818,0.24143005907535553,0.22396977245807648,0.23829488456249237,26.563629150390625,0.26333853602409363,0.5466915369033813,0.008450380526483059,0.4996263086795807,0.22912757098674774,2788.382536502322,7.40421716518215,0.11083984375,Tomato___Late_blight
0.500115156173706,0.49365606904029846,0.3157636523246765,0.11433907598257065,0.120029978454113,0.14529463648796082,32.417388916015625,0.4051586389541626,0.5271925926208496,0.17143335938453674,0.4753076434135437,0.10603652894496918,447.6746976522263,6.69486937122829,0.0340118408203125,Tomato___Septoria_leaf_spot
0.38416606187820435,0.416166216135025,0.3601454496383667,0.16415321826934814,0.12360328435897827,0.16786086559295654,46.413970947265625,0.2154935896396637,0.42986470460891724,0.08802089095115662,0.40021178126335144,0.1383393555879593,1104.9767235384788,6.904546276559137,0.0544281005859375,Tomato___Bacterial_spot
0.42745810747146606,0.419196218252182,0.3979596495628357,0.10395249724388123,0.11909663677215576,0.1422947198152542,260.3148498535156,0.3153601288795471,0.48973944783210754,0.012974701821804047,0.41924557089805603,0.09959936887025833,1213.3869627974927,6.626791611243634,0.0350494384765625,Tomato___Septoria_leaf_spot
0.5310051441192627,0.5698992609977722,0.37934714555740356,0.09116750955581665,0.11178833246231079,0.15993764996528625,76.18902587890625,0.30435362458229065,0.5711222887039185,0.22944635152816772,0.536547064781189,0.09225691109895706,157.67357644066215,6.4855055746290695,0.0244293212890625,Tomato___Tomato_Yellow_Leaf_Curl_Virus
0.4507208466529846,0.4628744125366211,0.4219192862510681,0.19347427785396576,0.1885891854763031,0.20749878883361816,31.579193115234375,0.20468343794345856,0.48158127069473267,0.053108785301446915,0.45457160472869873,0.19002239406108856,14106.474816646427,7.465148852652177,0.2885589599609375,Tomato___healthy
0.4701419472694397,0.46162211894989014,0.3751561939716339,0.10469863563776016,0.09285011142492294,0.142343208193779,22.859619140625,0.25828760862350464,0.489973783493042,0.07794608175754547,0.45431244373321533,0.09391392767429352,1321.5314052065369,6.548328857886916,0.108367919921875,Tomato___Bacterial_spot
0.6836966276168823,0.7089530229568481,0.627596378326416,0.20495016872882843,0.14402441680431366,0.24241866171360016,14.78662109375,0.19679799675941467,0.7354553937911987,0.1066131666302681,0.6921267509460449,0.1695232093334198,7470.950138572371,7.22314114530424,0.20147705078125,Tomato___Septoria_leaf_spot
0.4341077506542206,0.43051183223724365,0.4258590638637543,0.16311490535736084,0.12602612376213074,0.15477976202964783,353.056884765625,0.14903457462787628,0.460111141204834,0.001056864857673645,0.4310566186904907,0.13883231580257416,2917.515078700846,7.0708432805577885,0.127105712890625,Tomato___Target_Spot
0.4547152519226074,0.43404290080070496,0.34301725029945374,0.20772255957126617,0.19171153008937836,0.20692580938339233,44.806671142578125,0.3581443428993225,0.47430211305618286,0.07035332173109055,0.42984700202941895,0.19567136466503143,7158.884532392025,7.419286905307876,0.2354888916015625,Tomato___Spider_mites Two-spotted_spider_mite
0.4598204791545868,0.47016263008117676,0.39056363701820374,0.16781094670295715,0.13943706452846527,0.1872991919517517,31.6826171875,0.24766115844249725,0.49167534708976746,0.08994105458259583,0.45799607038497925,0.14894355833530426,6311.105467673391,7.172093003371587,0.2722320556640625,Tomato___Tomato_Yellow_Leaf_Curl_Virus
0.44392311573028564,0.4700360596179962,0.4359542727470398,0.0985269695520401,0.10373858362436295,0.09843414276838303,262.7594909667969,0.11123107373714447,0.4817948341369629,0.06019473075866699,0.45834293961524963,0.09643086045980453,2893.198017901741,6.606969429982994,0.0755462646484375,Tomato___healthy
0.5157491564750671,0.49147799611091614,0.3968079090118408,0.2026391476392746,0.17811383306980133,0.21220237016677856,36.960205078125,0.3252885043621063,0.538364827632904,0.0703989714384079,0.4879426658153534,0.18534596264362335,8722.084398194915,7.435478864901199,0.2802581787109375,Tomato___Tomato_Yellow_Leaf_Curl_Virus
0.5226072072982788,0.5103180408477783,0.5092129707336426,0.1371280699968338,0.11170268058776855,0.1810292750597,290.5758056640625,0.21418721973896027,0.5653178691864014,-0.011184156872332096,0.5138665437698364,0.12045292556285858,1647.600260283798,6.62671346108994,0.0701904296875,Tomato___Septoria_leaf_spot
0.5074158906936646,0.4996882677078247,0.4638044536113739,0.16645579040050507,0.125065878033638,0.1732473224401474,10.71173095703125,0.18039971590042114,0.5363956689834595,0.02815617248415947,0.4979080855846405,0.1402273178100586,2835.0839462128934,7.096688099174115,0.0767669677734375,Tomato___Spider_mites Two-spotted_spider_mite
0.44980132579803467,0.45444732904434204,0.4033728837966919,0.17064131796360016,0.1745024025440216,0.18185892701148987,17.651519775390625,0.23207178711891174,0.48182210326194763,0.0557204894721508,0.44723570346832275,0.17041431367397308,7803.589538574219,7.163032298692066,0.258514404296875,Tomato___healthy
0.5051292181015015,0.5340543389320374,0.4751737415790558,0.16539576649665833,0.15285521745681763,0.2268749624490738,210.69627380371094,0.2714479863643646,0.5712665319442749,0.08780577778816223,0.5186933279037476,0.15943273901939392,5560.065938994056,7.153763203757162,0.1680145263671875,Tomato___Leaf_Mold
0.4973723888397217,0.4917767643928528,0.43791288137435913,0.163530170917511,0.15842726826667786,0.18510249257087708,3.19580078125,0.21146659553050995,0.5193745493888855,0.04826828092336655,0.48730939626693726,0.15873560309410095,9969.619023447623,7.264959508928004,0.2715301513671875,Tomato___Spider_mites Two-spotted_spider_mite
0.5139452815055847,0.5065962076187134,0.4431520104408264,0.1777377724647522,0.1619151532649994,0.19943867623806,21.1627197265625,0.22782695293426514,0.5369932055473328,0.05609507858753204,0.5015609264373779,0.1677861213684082,7646.566438890761,7.319355371458933,0.2231903076171875,Tomato___Spider_mites Two-spotted_spider_mite
0.43641340732574463,0.46419471502304077,0.4243474006652832,0.09938901662826538,0.1074976772069931,0.09794877469539642,309.88189697265625,0.11486189067363739,0.47368332743644714,0.0676286369562149,0.45134544372558594,0.10011863708496094,4419.841705679661,6.658600484025226,0.1226654052734375,Tomato___healthy
0.3897457420825958,0.4161382019519806,0.3290207087993622,0.19175498187541962,0.15816593170166016,0.188175231218338,50.320404052734375,0.30415382981300354,0.437078595161438,0.11350996047258377,0.3983154594898224,0.1675872951745987,167.45269659138285,7.0347884149201265,0.0733184814453125,Tomato___Tomato_Yellow_Leaf_Curl_Virus
