r_mean,g_mean,b_mean,r_std,g_std,b_std,h_mean,s_mean,v_mean,excess_green,brightness_mean,contrast_std,laplacian_variance,entropy,edge_density,target_real
0.4614389549316339,0.4463273589809077,0.3442672210102831,0.10197843620607668,0.10498419342273382,0.16214496462469574,101.34770709706788,0.2745556095880908,0.4902277214998292,0.14749185181515012,0.4618507708283005,0.09460771682878164,0.0,6.045045624430119,0.04590983414397267,Tomato___Tomato_Yellow_Leaf_Curl_Virus
0.49336117611541075,0.43302545001102855,0.44419866970832694,0.2348703295929175,0.19971001831525473,0.22872903018122193,68.89583331777101,0.19539816773361385,0.509126387404828,-0.010965573607816363,0.47497949850278476,0.2131485104860845,2833.7692079792478,7.185405320611745,0.18584818863616018,Tomato___Spider_mites Two-spotted_spider_mite
0.4806287299217157,0.438434243698849,0.4316664355164324,0.09452885398695283,0.09608723906510977,0.12993007718449112,10.274495427146007,0.14039945698208034,0.49868097143116463,0.025116616853640413,0.47291881692128757,0.08879774662871984,0.0,6.065291647681312,0.05607218765959767,Tomato___Late_blight
0.4876899133743219,0.3974325959880488,0.371538551366881,0.21942158052751834,0.1905562498950353,0.20400277345304962,77.72108966542726,0.3159719566149157,0.4992676301473664,-0.003819912678434515,0.4441075111599503,0.19915685656686452,8057.255559119091,7.263715321050385,0.28504557633147265,Tomato___Spider_mites Two-spotted_spider_mite
0.4195181737960748,0.44741767694546153,0.3100314455395495,0.1523866952402335,0.14688908246987967,0.1769633200657892,123.66759235097413,0.3558856705469531,0.4886419697279023,0.2258290741528729,0.4460536028118668,0.13973646464963582,0.0,6.761865486139474,0.06060404801116017,Tomato___Tomato_Yellow_Leaf_Curl_Virus
0.5077354620517663,0.44084200312687327,0.43932596019561637,0.22098685810396487,0.18742693153852133,0.2346821781886148,56.68498737050538,0.2347865561289233,0.5214588566297578,-0.004834050319029951,0.4833102310867844,0.20151895883699086,4729.4332686731805,7.180734929468984,0.24483866715178518,Tomato___Septoria_leaf_spot
0.4776878963531427,0.41534486462665965,0.42311734131629813,0.17058050641844089,0.12754990098708777,0.17833591072683808,47.26973468495851,0.20540517664379299,0.4999867005819367,-0.009572298272385264,0.45751140367704013,0.14315708580632833,1458.701245216115,6.760691567164799,0.14571757340178518,Tomato___Tomato_Yellow_Leaf_Curl_Virus
0.42862084613456053,0.37244761039806773,0.33611700109298576,0.257799834106658,0.22627180007928518,0.248401572991662,89.50783282948976,0.36627285278267085,0.4514049215787934,0.040700810023711065,0.4077416146965561,0.2363016218246999,5351.451236405804,7.302014562910842,0.24055094742522268,Tomato___Spider_mites Two-spotted_spider_mite
0.5030794452251367,0.458561242123379,0.4310713725453173,0.1854480952961188,0.1488031664275518,0.1966793593657541,59.09654742909913,0.23420618570274532,0.5377077980512666,0.043515132733748296,0.49137831580358127,0.1593431145252767,4184.371421071396,6.890130852052232,0.26623148941741015,Tomato___Leaf_Mold
0.5597558032096795,0.5118557815749781,0.5118481235867297,0.2849084437830191,0.28165409652227075,0.2966415938628244,66.61571246816163,0.1763976970953387,0.576934985684781,0.01265096850054059,0.5488169575901566,0.2836198568644109,1305.0214717683127,7.350654043454168,0.15014262222991018,Tomato___Late_blight
